## From Myers et al. Appl. Spectrosc., doi:10.1177/0003702820928358, 2020
wavenum,n,k
4507.794042,1.471749306,0.001285737
4507.311873,1.471735835,0.001286633
4506.829705,1.471722364,0.001287522
4506.347536,1.471708894,0.001288366
4505.865368,1.471695304,0.001289149
4505.383199,1.471681833,0.001289893
4504.901031,1.471668243,0.001290637
4504.418862,1.471654773,0.001291435
4503.936694,1.471641183,0.001292294
4503.454525,1.471627593,0.001293193
4502.972357,1.471614003,0.001294093
4502.490188,1.471600413,0.001294945
4502.00802,1.471586824,0.001295735
4501.525851,1.471573234,0.001296487
4501.043682,1.471559644,0.001297241
4500.561514,1.471546054,0.001298043
4500.079345,1.471532345,0.001298907
4499.597177,1.471518755,0.001299818
4499.115008,1.471505165,0.001300721
4498.63284,1.471491456,0.001301583
4498.150671,1.471477866,0.001302385
4497.668503,1.471464157,0.001303143
4497.186334,1.471450448,0.0013039
4496.704166,1.471436858,0.001304712
4496.221997,1.471423149,0.001305579
4495.739829,1.47140944,0.00130649
4495.25766,1.471395731,0.001307401
4494.775491,1.471382022,0.001308269
4494.293323,1.471368313,0.001309072
4493.811154,1.471354604,0.001309834
4493.328986,1.471340895,0.001310601
4492.846817,1.471327066,0.001311414
4492.364649,1.471313357,0.001312285
4491.88248,1.471299529,0.001313209
4491.400312,1.471285701,0.001314127
4490.918143,1.471271992,0.001314999
4490.435975,1.471258164,0.00131581
4489.953806,1.471244335,0.00131658
4489.471638,1.471230507,0.001317347
4488.989469,1.471216679,0.001318164
4488.5073,1.47120285,0.001319044
4488.025132,1.471189022,0.001319968
4487.542963,1.471175194,0.001320895
4487.060795,1.471161366,0.001321777
4486.578626,1.471147537,0.001322597
4486.096458,1.471133709,0.001323377
4485.614289,1.471119762,0.001324153
4485.132121,1.471105933,0.001324976
4484.649952,1.471091986,0.00132586
4484.167784,1.471078038,0.001326797
4483.685615,1.471064091,0.001327728
4483.203446,1.471050263,0.001328623
4482.721278,1.471036315,0.001329454
4482.239109,1.471022368,0.001330243
4481.756941,1.47100842,0.001331023
4481.274772,1.470994473,0.00133185
4480.792604,1.470980406,0.001332738
4480.310435,1.470966458,0.001333673
4479.828267,1.470952511,0.001334609
4479.346098,1.470938444,0.001335503
4478.86393,1.470924497,0.001336338
4478.381761,1.47091043,0.001337125
4477.899593,1.470896363,0.001337918
4477.417424,1.470882416,0.001338755
4476.935255,1.470868349,0.001339657
4476.453087,1.470854282,0.001340606
4475.970918,1.470840216,0.001341556
4475.48875,1.470826149,0.001342458
4475.006581,1.470812082,0.001343299
4474.524413,1.470798016,0.001344096
4474.042244,1.470783949,0.001344891
4473.560076,1.470769763,0.00134573
4473.077907,1.470755696,0.001346635
4472.595739,1.47074151,0.001347588
4472.11357,1.470727325,0.001348541
4471.631402,1.470713258,0.001349451
4471.149233,1.470699072,0.0013503
4470.667064,1.470684886,0.001351109
4470.184896,1.4706707,0.001351915
4469.702727,1.470656514,0.00135277
4469.220559,1.470642328,0.001353688
4468.73839,1.470628142,0.001354649
4468.256222,1.470613957,0.001355604
4467.774053,1.470599771,0.001356515
4467.291885,1.470585465,0.001357363
4466.809716,1.47057128,0.001358169
4466.327548,1.470557094,0.001358979
4465.845379,1.470542789,0.00135984
4465.36321,1.470528603,0.001360765
4464.881042,1.470514298,0.001361735
4464.398873,1.470499992,0.001362702
4463.916705,1.470485687,0.001363625
4463.434536,1.470471382,0.001364482
4462.952368,1.470457077,0.001365299
4462.470199,1.470442772,0.001366116
4461.988031,1.470428467,0.001366983
4461.505862,1.470414043,0.001367914
4461.023694,1.470399737,0.001368894
4460.541525,1.470385432,0.00136987
4460.059357,1.470371008,0.001370797
4459.577188,1.470356703,0.001371666
4459.095019,1.470342279,0.001372487
4458.612851,1.470327854,0.001373306
4458.130682,1.470313549,0.001374178
4457.648514,1.470299125,0.001375116
4457.166345,1.4702847,0.001376099
4456.684177,1.470270276,0.00137708
4456.202008,1.470255852,0.001378019
4455.71984,1.470241308,0.00137889
4455.237671,1.470226884,0.001379717
4454.755503,1.47021246,0.001380547
4454.273334,1.470197916,0.001381427
4453.791166,1.470183492,0.001382374
4453.308997,1.470168948,0.001383372
4452.826828,1.470154405,0.001384369
4452.34466,1.470139861,0.001385314
4451.862491,1.470125318,0.001386195
4451.380323,1.470110774,0.001387025
4450.898154,1.470096231,0.001387851
4450.415986,1.470081687,0.001388734
4449.933817,1.470067143,0.001389683
4449.451649,1.4700526,0.001390683
4448.96948,1.470038056,0.001391683
4448.487312,1.470023394,0.001392637
4448.005143,1.47000885,0.001393523
4447.522974,1.469994187,0.001394362
4447.040806,1.469979525,0.0013952
4446.558637,1.469964981,0.001396092
4446.076469,1.469950318,0.001397052
4445.5943,1.469935656,0.001398063
4445.112132,1.469920993,0.00139908
4444.629963,1.46990633,0.001400043
4444.147795,1.469891667,0.001400945
4443.665626,1.469877005,0.001401797
4443.183458,1.469862342,0.001402644
4442.701289,1.46984756,0.001403537
4442.219121,1.469832897,0.001404499
4441.736952,1.469818115,0.00140551
4441.254783,1.469803333,0.00140652
4440.772615,1.469788671,0.001407491
4440.290446,1.469773889,0.001408395
4439.808278,1.469759107,0.001409258
4439.326109,1.469744325,0.001410116
4438.843941,1.469729543,0.001411024
4438.361772,1.469714761,0.001411996
4437.879604,1.469699979,0.00141302
4437.397435,1.469685197,0.001414037
4436.915267,1.469670296,0.001415011
4436.433098,1.469655514,0.001415923
4435.95093,1.469640613,0.001416785
4435.468761,1.469625711,0.001417645
4434.986592,1.46961093,0.00141856
4434.504424,1.469596028,0.001419543
4434.022255,1.469581127,0.001420571
4433.540087,1.469566226,0.001421603
4433.057918,1.469551325,0.001422593
4432.57575,1.469536424,0.001423512
4432.093581,1.469521523,0.001424383
4431.611413,1.469506621,0.001425255
4431.129244,1.469491601,0.001426176
4430.647076,1.4694767,0.001427161
4430.164907,1.46946168,0.0014282
4429.682739,1.469446659,0.001429239
4429.20057,1.469431758,0.00143023
4428.718401,1.469416738,0.001431154
4428.236233,1.469401717,0.001432035
4427.754064,1.469386697,0.001432908
4427.271896,1.469371676,0.001433834
4426.789727,1.469356656,0.001434829
4426.307559,1.469341636,0.001435872
4425.82539,1.469326615,0.001436919
4425.343222,1.469311476,0.001437925
4424.861053,1.469296455,0.001438865
4424.378885,1.469281316,0.001439761
4423.896716,1.469266176,0.001440655
4423.414547,1.469251156,0.001441589
4422.932379,1.469236016,0.001442588
4422.45021,1.469220877,0.001443633
4421.968042,1.469205737,0.001444679
4421.485873,1.469190598,0.001445681
4421.003705,1.469175339,0.00144662
4420.521536,1.469160199,0.001447516
4420.039368,1.46914506,0.001448415
4419.557199,1.46912992,0.001449352
4419.075031,1.469114661,0.001450362
4418.592862,1.469099522,0.001451416
4418.110694,1.469084263,0.001452477
4417.628525,1.469069123,0.001453488
4417.146356,1.469053865,0.001454449
4416.664188,1.469038606,0.001455356
4416.182019,1.469023347,0.001456265
4415.699851,1.469008088,0.001457216
4415.217682,1.46899271,0.001458236
4414.735514,1.468977451,0.001459302
4414.253345,1.468962193,0.00146037
4413.771177,1.468946815,0.001461393
4413.289008,1.468931556,0.001462354
4412.80684,1.468916178,0.001463267
4412.324671,1.4689008,0.001464178
4411.842503,1.468885541,0.00146514
4411.360334,1.468870163,0.00146617
4410.878165,1.468854785,0.001467246
4410.395997,1.468839407,0.001468323
4409.913828,1.468824029,0.001469351
4409.43166,1.468808532,0.001470314
4408.949491,1.468793154,0.001471236
4408.467323,1.468777776,0.001472155
4407.985154,1.468762279,0.001473121
4407.502986,1.468746901,0.001474157
4407.020817,1.468731403,0.001475241
4406.538649,1.468715906,0.001476322
4406.05648,1.468700528,0.001477364
4405.574311,1.468685031,0.001478338
4405.092143,1.468669534,0.001479267
4404.609974,1.468654037,0.001480195
4404.127806,1.468638539,0.001481168
4403.645637,1.468622923,0.001482204
4403.163469,1.468607426,0.001483294
4402.6813,1.468591929,0.001484387
4402.199132,1.468576312,0.001485435
4401.716963,1.468560815,0.001486424
4401.234795,1.468545198,0.001487367
4400.752626,1.468529582,0.001488307
4400.270458,1.468513966,0.001489294
4399.788289,1.468498349,0.001490347
4399.30612,1.468482733,0.001491445
4398.823952,1.468467116,0.001492545
4398.341783,1.468451381,0.001493607
4397.859615,1.468435764,0.0014946
4397.377446,1.468420029,0.001495545
4396.895278,1.468404412,0.001496488
4396.413109,1.468388677,0.001497477
4395.930941,1.46837306,0.001498525
4395.448772,1.468357325,0.001499625
4394.966604,1.468341589,0.00150073
4394.484435,1.468325853,0.001501794
4394.002267,1.468310118,0.001502796
4393.520098,1.468294382,0.001503758
4393.037929,1.468278647,0.001504715
4392.555761,1.468262792,0.001505723
4392.073592,1.468247056,0.001506796
4391.591424,1.468231201,0.001507921
4391.109255,1.468215346,0.001509041
4390.627087,1.468199611,0.001510119
4390.144918,1.468183756,0.001511125
4389.66275,1.468167901,0.001512086
4389.180581,1.468152046,0.001513039
4388.698413,1.468136191,0.001514039
4388.216244,1.468120337,0.001515111
4387.734076,1.468104482,0.001516233
4387.251907,1.468088627,0.001517354
4386.769738,1.468072653,0.001518439
4386.28757,1.468056798,0.001519459
4385.805401,1.468040824,0.001520436
4385.323233,1.46802485,0.001521412
4384.841064,1.468008995,0.001522436
4384.358896,1.467993021,0.001523525
4383.876727,1.467977047,0.001524659
4383.394559,1.467961073,0.001525793
4382.91239,1.467945099,0.001526879
4382.430222,1.467929006,0.001527904
4381.948053,1.467913032,0.001528878
4381.465884,1.467897058,0.001529853
4380.983716,1.467880964,0.001530873
4380.501547,1.46786499,0.001531974
4380.019379,1.467848897,0.00153311
4379.53721,1.467832804,0.001534263
4379.055042,1.467816711,0.00153537
4378.572873,1.467800617,0.001536413
4378.090705,1.467784524,0.001537404
4377.608536,1.467768431,0.001538397
4377.126368,1.467752218,0.001539423
4376.644199,1.467736125,0.001540522
4376.162031,1.467719913,0.001541672
4375.679862,1.4677037,0.001542821
4375.197693,1.467687607,0.001543936
4374.715525,1.467671394,0.001544986
4374.233356,1.467655182,0.001545991
4373.751188,1.467638969,0.001546988
4373.269019,1.467622757,0.001548032
4372.786851,1.467606545,0.001549138
4372.304682,1.467590332,0.001550294
4371.822514,1.46757412,0.001551454
4371.340345,1.467557788,0.001552563
4370.858177,1.467541575,0.001553613
4370.376008,1.467525244,0.001554618
4369.89384,1.467508912,0.001555626
4369.411671,1.4674927,0.00155668
4368.929502,1.467476368,0.00155781
4368.447334,1.467460036,0.001558987
4367.965165,1.467443705,0.001560161
4367.482997,1.467427373,0.001561289
4367.000828,1.467410922,0.00156235
4366.51866,1.46739459,0.001563359
4366.036491,1.46737814,0.001564365
4365.554323,1.467361808,0.001565426
4365.072154,1.467345357,0.001566553
4364.589986,1.467328906,0.00156773
4364.107817,1.467312455,0.001568919
4363.625648,1.467296004,0.001570067
4363.14348,1.467279553,0.001571144
4362.661311,1.467263103,0.001572177
4362.179143,1.467246652,0.001573204
4361.696974,1.467230201,0.001574272
4361.214806,1.467213631,0.001575406
4360.732637,1.46719718,0.001576589
4360.250469,1.46718061,0.001577773
4359.7683,1.467164159,0.001578919
4359.286132,1.467147589,0.00158
4358.803963,1.467131019,0.001581038
4358.321795,1.467114449,0.001582071
4357.839626,1.467097879,0.001583154
4357.357457,1.467081189,0.001584304
4356.875289,1.467064619,0.001585498
4356.39312,1.46704793,0.001586694
4355.910952,1.46703136,0.001587848
4355.428783,1.46701467,0.001588935
4354.946615,1.466997981,0.001589979
4354.464446,1.466981292,0.001591024
4353.982278,1.466964722,0.001592117
4353.500109,1.466948032,0.001593276
4353.017941,1.466931343,0.001594487
4352.535772,1.466914654,0.001595695
4352.053604,1.466897845,0.001596856
4351.571435,1.466881156,0.001597956
4351.089266,1.466864348,0.001599009
4350.607098,1.466847539,0.001600056
4350.124929,1.46683085,0.001601155
4349.642761,1.466814041,0.001602326
4349.160592,1.466797233,0.001603543
4348.678424,1.466780424,0.00160477
4348.196255,1.466763616,0.001605951
4347.714087,1.466746688,0.001607062
4347.231918,1.466729879,0.001608132
4346.74975,1.466713071,0.001609193
4346.267581,1.466696143,0.001610299
4345.785413,1.466679335,0.001611478
4345.303244,1.466662407,0.001612704
4344.821075,1.466645479,0.001613928
4344.338907,1.466628552,0.001615112
4343.856738,1.466611624,0.001616233
4343.37457,1.466594696,0.00161731
4342.892401,1.466577768,0.001618386
4342.410233,1.466560841,0.00161951
4341.928064,1.466543913,0.001620708
4341.445896,1.466526866,0.001621947
4340.963727,1.466509819,0.001623186
4340.481559,1.466492772,0.001624378
4339.99939,1.466475725,0.001625503
4339.517221,1.466458678,0.001626576
4339.035053,1.466441631,0.001627651
4338.552884,1.466424584,0.001628774
4338.070716,1.466407418,0.001629969
4337.588547,1.466390371,0.001631222
4337.106379,1.466373324,0.001632483
4336.62421,1.466356158,0.001633695
4336.142042,1.466339111,0.001634844
4335.659873,1.466321945,0.001635941
4335.177705,1.466304779,0.001637029
4334.695536,1.466287613,0.001638168
4334.213368,1.466270447,0.001639373
4333.731199,1.466253281,0.001640624
4333.24903,1.466236115,0.00164188
4332.766862,1.466218829,0.001643097
4332.284693,1.466201663,0.001644245
4331.802525,1.466184378,0.001645351
4331.320356,1.466167092,0.001646454
4330.838188,1.466149926,0.001647616
4330.356019,1.466132641,0.001648841
4329.873851,1.466115356,0.001650113
4329.391682,1.46609807,0.001651381
4328.909514,1.466080785,0.0016526
4328.427345,1.46606338,0.001653749
4327.945177,1.466046095,0.001654851
4327.463008,1.46602869,0.001655954
4326.980839,1.466011405,0.001657117
4326.498671,1.465994,0.00165835
4326.016502,1.465976596,0.001659637
4325.534334,1.465959191,0.001660919
4325.052165,1.465941787,0.00166216
4324.569997,1.465924263,0.00166333
4324.087828,1.465906858,0.001664454
4323.60566,1.465889454,0.001665573
4323.123491,1.46587193,0.001666746
4322.641323,1.465854526,0.001667981
4322.159154,1.465837002,0.001669273
4321.676985,1.465819478,0.001670568
4321.194817,1.465801954,0.001671812
4320.712648,1.465784431,0.001672988
4320.23048,1.465766907,0.00167412
4319.748311,1.465749383,0.001675246
4319.266143,1.465731859,0.001676422
4318.783974,1.465714335,0.001677675
4318.301806,1.465696693,0.001678979
4317.819637,1.46567905,0.001680288
4317.337469,1.465661407,0.001681548
4316.8553,1.465643764,0.001682741
4316.373132,1.465626121,0.001683889
4315.890963,1.465608478,0.00168503
4315.408794,1.465590835,0.001686219
4314.926626,1.465573072,0.001687481
4314.444457,1.46555543,0.001688794
4313.962289,1.465537667,0.001690103
4313.48012,1.465520024,0.001691371
4312.997952,1.465502262,0.001692576
4312.515783,1.4654845,0.001693727
4312.033615,1.465466738,0.001694875
4311.551446,1.465448976,0.001696081
4311.069278,1.465431213,0.001697356
4310.587109,1.465413451,0.001698683
4310.104941,1.465395689,0.001700014
4309.622772,1.465377808,0.001701298
4309.140603,1.465360045,0.001702512
4308.658435,1.465342164,0.001703678
4308.176266,1.465324283,0.001704834
4307.694098,1.465306401,0.001706037
4307.211929,1.46528852,0.001707362
4306.729761,1.465270639,0.001708651
4306.247592,1.465252757,0.001709944
4305.765424,1.465234757,0.001711218
4305.283255,1.465216875,0.001712463
4304.801087,1.465198875,0.001713686
4304.318918,1.465180874,0.001714909
4303.836749,1.465162873,0.001716154
4303.354581,1.465144873,0.001717431
4302.872412,1.465126872,0.001718733
4302.390244,1.465108872,0.001720036
4301.908075,1.465090871,0.001721317
4301.425907,1.46507287,0.001722569
4300.943738,1.46505475,0.0017238
4300.46157,1.465036631,0.001725032
4299.979401,1.465018511,0.001726286
4299.497233,1.465000391,0.001727575
4299.015064,1.464982271,0.001728887
4298.532896,1.464964151,0.001730201
4298.050727,1.464946032,0.001731493
4297.568558,1.464927793,0.001732756
4297.08639,1.464909673,0.001733997
4296.604221,1.464891434,0.00173524
4296.122053,1.464873314,0.001736508
4295.639884,1.464855075,0.00173781
4295.157716,1.464836836,0.001739136
4294.675547,1.464818597,0.001740463
4294.193379,1.464800358,0.001741769
4293.71121,1.464782119,0.001743043
4293.229042,1.46476388,0.001744294
4292.746873,1.464745641,0.001745529
4292.264705,1.464727283,0.001746804
4291.782536,1.464708924,0.001748127
4291.300367,1.464690566,0.001749484
4290.818199,1.464672208,0.00175084
4290.33603,1.46465385,0.001752171
4289.853862,1.464635491,0.001753437
4289.371693,1.464617133,0.001754657
4288.889525,1.464598775,0.001755878
4288.407356,1.464580298,0.001757145
4287.925188,1.464561939,0.001758485
4287.443019,1.464543462,0.001759871
4286.960851,1.464524984,0.001761262
4286.478682,1.464506507,0.001762605
4285.996514,1.46448791,0.001763884
4285.514345,1.464469433,0.001765121
4285.032176,1.464450955,0.00176636
4284.550008,1.464432478,0.001767651
4284.067839,1.464413881,0.001769011
4283.585671,1.464395404,0.001770414
4283.103502,1.464376807,0.001771817
4282.621334,1.464358211,0.001773171
4282.139165,1.464339614,0.001774463
4281.656997,1.464321017,0.001775709
4281.174828,1.464302421,0.001776959
4280.69266,1.464283705,0.001778259
4280.210491,1.464265108,0.001779631
4279.728322,1.464246392,0.001781043
4279.246154,1.464227676,0.001782458
4278.763985,1.46420908,0.001783823
4278.281817,1.464190364,0.001785124
4277.799648,1.464171648,0.00178638
4277.31748,1.464152932,0.001787637
4276.835311,1.464134097,0.001788945
4276.353143,1.464115381,0.00179033
4275.870974,1.464096546,0.00179176
4275.388806,1.464077711,0.001793194
4274.906637,1.464058995,0.00179458
4274.424469,1.46404016,0.001795897
4273.9423,1.464021325,0.001797162
4273.460131,1.46400249,0.001798429
4272.977963,1.463983655,0.001799748
4272.495794,1.46396482,0.001801135
4272.013626,1.463945866,0.001802568
4271.531457,1.463926911,0.001804004
4271.049289,1.463907957,0.001805391
4270.56712,1.463889003,0.001806711
4270.084952,1.463870049,0.001807988
4269.602783,1.463851094,0.001809276
4269.120615,1.46383214,0.001810617
4268.638446,1.463813067,0.001812025
4268.156278,1.463794112,0.001813482
4267.674109,1.463775039,0.001814943
4267.19194,1.463756084,0.001816346
4266.709772,1.463737011,0.001817684
4266.227603,1.463717938,0.001818978
4265.745435,1.463698864,0.001820269
4265.263266,1.463679791,0.00182161
4264.781098,1.463660717,0.00182303
4264.298929,1.463641524,0.001824493
4263.816761,1.463622332,0.001825958
4263.334592,1.463603139,0.001827376
4262.852424,1.463583946,0.001828728
4262.370255,1.463564754,0.001830033
4261.888086,1.463545561,0.001831343
4261.405918,1.463526368,0.001832705
4260.923749,1.463507056,0.001834134
4260.441581,1.463487864,0.001835606
4259.959412,1.463468671,0.001837082
4259.477244,1.463449359,0.001838505
4258.995075,1.463430166,0.001839861
4258.512907,1.463410854,0.001841182
4258.030738,1.463391542,0.00184251
4257.54857,1.463372111,0.001843888
4257.066401,1.463352799,0.001845336
4256.584233,1.463333368,0.001846837
4256.102064,1.463314056,0.001848323
4255.619895,1.463294625,0.001849757
4255.137727,1.463275313,0.001851124
4254.655558,1.463255882,0.00185245
4254.17339,1.463236451,0.001853777
4253.691221,1.46321702,0.001855169
4253.209053,1.463197589,0.001856636
4252.726884,1.463178039,0.001858148
4252.244716,1.463158488,0.001859661
4251.762547,1.463138938,0.00186112
4251.280379,1.463119388,0.00186251
4250.79821,1.463099837,0.001863847
4250.316042,1.463080287,0.001865187
4249.833873,1.463060737,0.00186658
4249.351704,1.463041186,0.001868049
4248.869536,1.463021636,0.001869565
4248.387367,1.463001967,0.001871081
4247.905199,1.462982297,0.001872548
4247.42303,1.462962627,0.001873946
4246.940862,1.462942958,0.001875296
4246.458693,1.462923288,0.001876648
4245.976525,1.462903619,0.001878064
4245.494356,1.46288383,0.001879551
4245.012188,1.462864161,0.001881091
4244.530019,1.462844372,0.001882634
4244.047851,1.462824702,0.001884125
4243.565682,1.462804914,0.001885536
4243.083513,1.462785125,0.001886905
4242.601345,1.462765336,0.001888269
4242.119176,1.462745428,0.001889691
4241.637008,1.462725639,0.001891182
4241.154839,1.462705731,0.001892732
4240.672671,1.462685823,0.001894276
4240.190502,1.462666035,0.001895768
4239.708334,1.462646127,0.001897192
4239.226165,1.462626219,0.001898572
4238.743997,1.462606311,0.001899954
4238.261828,1.462586284,0.001901395
4237.779659,1.462566376,0.001902913
4237.297491,1.462546349,0.001904481
4236.815322,1.462526321,0.001906049
4236.333154,1.462506414,0.001907563
4235.850985,1.462486386,0.001909011
4235.368817,1.462466359,0.001910405
4234.886648,1.462446332,0.001911802
4234.40448,1.462426186,0.001913251
4233.922311,1.462406158,0.00191477
4233.440143,1.462386012,0.00191634
4232.957974,1.462365866,0.001917917
4232.475806,1.462345719,0.001919435
4231.993637,1.462325573,0.001920891
4231.511468,1.462305427,0.001922301
4231.0293,1.46228528,0.001923713
4230.547131,1.462265015,0.001925182
4230.064963,1.462244868,0.001926728
4229.582794,1.462224603,0.001928322
4229.100626,1.462204337,0.001929919
4228.618457,1.462184072,0.001931462
4228.136289,1.462163806,0.001932932
4227.65412,1.46214354,0.001934353
4227.171952,1.462123275,0.001935775
4226.689783,1.46210289,0.001937244
4226.207615,1.462082624,0.001938782
4225.725446,1.46206224,0.001940382
4225.243277,1.462041855,0.00194198
4224.761109,1.46202147,0.001943533
4224.27894,1.462000966,0.001945024
4223.796772,1.461980581,0.00194647
4223.314603,1.461960197,0.001947913
4222.832435,1.461939693,0.001949415
4222.350266,1.461919308,0.001950987
4221.868098,1.461898804,0.001952604
4221.385929,1.4618783,0.001954222
4220.903761,1.461857796,0.001955788
4220.421592,1.461837173,0.001957288
4219.939423,1.461816669,0.001958731
4219.457255,1.461796045,0.001960189
4218.975086,1.461775541,0.001961697
4218.492918,1.461754918,0.001963276
4218.010749,1.461734295,0.001964903
4217.528581,1.461713672,0.00196654
4217.046412,1.461692929,0.001968117
4216.564244,1.461672306,0.001969629
4216.082075,1.461651564,0.001971098
4215.599907,1.461630821,0.001972566
4215.117738,1.461610198,0.001974091
4214.63557,1.461589456,0.001975688
4214.153401,1.461568713,0.001977338
4213.671232,1.461547971,0.001978984
4213.189064,1.461527109,0.001980584
4212.706895,1.461506367,0.001982111
4212.224727,1.461485505,0.001983592
4211.742558,1.461464644,0.001985076
4211.26039,1.461443782,0.001986613
4210.778221,1.46142292,0.001988221
4210.296053,1.461402059,0.001989881
4209.813884,1.461381197,0.00199154
4209.331716,1.461360216,0.001993146
4208.849547,1.461339355,0.001994683
4208.367379,1.461318374,0.001996175
4207.88521,1.461297393,0.001997673
4207.403041,1.461276412,0.001999232
4206.920873,1.461255312,0.002000867
4206.438704,1.461234331,0.002002561
4205.956536,1.461213231,0.002004249
4205.474367,1.46119225,0.002005882
4204.992199,1.46117115,0.002007444
4204.51003,1.46115005,0.002008951
4204.027862,1.46112895,0.002010457
4203.545693,1.46110785,0.002012022
4203.063525,1.461086631,0.002013658
4202.581356,1.461065531,0.002015346
4202.099188,1.461044312,0.002017042
4201.617019,1.461023212,0.002018682
4201.13485,1.461001992,0.002020255
4200.652682,1.460980773,0.002021782
4200.170513,1.460959554,0.002023309
4199.688345,1.460938215,0.002024896
4199.206176,1.460916996,0.002026557
4198.724008,1.460895658,0.002028275
4198.241839,1.460874319,0.002029989
4197.759671,1.460852981,0.002031649
4197.277502,1.460831642,0.002033233
4196.795334,1.460810304,0.002034773
4196.313165,1.460788965,0.002036309
4195.830996,1.460767508,0.002037908
4195.348828,1.460746169,0.002039577
4194.866659,1.460724711,0.002041306
4194.384491,1.460703254,0.002043034
4193.902322,1.460681796,0.002044706
4193.420154,1.460660219,0.002046309
4192.937985,1.460638762,0.002047868
4192.455817,1.460617185,0.002049431
4191.973648,1.460595727,0.002051051
4191.49148,1.46057415,0.002052745
4191.009311,1.460552573,0.002054492
4190.527143,1.460530996,0.002056233
4190.044974,1.4605093,0.002057925
4189.562805,1.460487723,0.002059543
4189.080637,1.460466027,0.002061116
4188.598468,1.460444331,0.002062694
4188.1163,1.460422635,0.002064325
4187.634131,1.460400939,0.002066029
4187.151963,1.460379243,0.002067787
4186.669794,1.460357547,0.002069548
4186.187626,1.460335732,0.002071255
4185.705457,1.460314035,0.002072896
4185.223289,1.46029222,0.002074485
4184.74112,1.460270405,0.00207608
4184.258952,1.46024859,0.00207773
4183.776783,1.460226655,0.002079455
4183.294614,1.46020484,0.002081236
4182.812446,1.460182905,0.002083014
4182.330277,1.46016109,0.002084736
4181.848109,1.460139155,0.002086384
4181.36594,1.460117221,0.002087982
4180.883772,1.460095286,0.002089586
4180.401603,1.460073352,0.002091249
4179.919435,1.460051417,0.002092986
4179.437266,1.460029364,0.002094777
4178.955098,1.46000731,0.002096571
4178.472929,1.459985256,0.002098308
4177.99076,1.459963203,0.002099973
4177.508592,1.459941149,0.002101596
4177.026423,1.459919095,0.002103224
4176.544255,1.459896922,0.00210491
4176.062086,1.459874749,0.002106672
4175.579918,1.459852576,0.002108495
4175.097749,1.459830403,0.002110308
4174.615581,1.45980823,0.002112065
4174.133412,1.459785938,0.002113752
4173.651244,1.459763765,0.002115387
4173.169075,1.459741473,0.00211702
4172.686907,1.4597193,0.002118716
4172.204738,1.459697008,0.002120491
4171.722569,1.459674716,0.002122319
4171.240401,1.459652424,0.002124149
4170.758232,1.459630013,0.002125929
4170.276064,1.45960772,0.002127629
4169.793895,1.459585309,0.002129282
4169.311727,1.459562898,0.00213094
4168.829558,1.459540486,0.002132657
4168.34739,1.459517956,0.002134446
4167.865221,1.459495544,0.002136297
4167.383053,1.459473014,0.002138141
4166.900884,1.459450603,0.002139932
4166.418716,1.459428072,0.002141653
4165.936547,1.459405541,0.002143323
4165.454378,1.459383011,0.002145
4164.97221,1.459360361,0.002146733
4164.490041,1.459337831,0.002148542
4164.007873,1.459315181,0.0021504
4163.525704,1.459292531,0.002152261
4163.043536,1.459269881,0.002154066
4162.561367,1.459247232,0.002155798
4162.079199,1.459224582,0.002157484
4161.59703,1.459201932,0.002159181
4161.114862,1.459179163,0.002160937
4160.632693,1.459156394,0.00216277
4160.150524,1.459133625,0.002164663
4159.668356,1.459110856,0.002166547
4159.186187,1.459088087,0.002168373
4158.704019,1.459065318,0.002170122
4158.22185,1.45904243,0.002171821
4157.739682,1.459019542,0.002173522
4157.257513,1.458996654,0.002175286
4156.775345,1.458973765,0.002177132
4156.293176,1.458950877,0.002179037
4155.811008,1.458927989,0.002180938
4155.328839,1.458904982,0.002182784
4154.846671,1.458882093,0.002184559
4154.364502,1.458859086,0.002186279
4153.882333,1.458836079,0.002188006
4153.400165,1.458812952,0.002189799
4152.917996,1.458789945,0.002191668
4152.435828,1.458766818,0.002193592
4151.953659,1.458743691,0.002195515
4151.471491,1.458720565,0.00219738
4150.989322,1.458697438,0.002199168
4150.507154,1.458674312,0.002200907
4150.024985,1.458651185,0.002202648
4149.542817,1.458627939,0.00220445
4149.060648,1.458604813,0.002206333
4148.57848,1.458581567,0.002208269
4148.096311,1.458558321,0.002210207
4147.614142,1.458535075,0.002212087
4147.131974,1.458511829,0.002213894
4146.649805,1.458488464,0.00221565
4146.167637,1.458465099,0.002217415
4145.685468,1.458441734,0.002219245
4145.2033,1.458418369,0.002221151
4144.721131,1.458395004,0.002223116
4144.238963,1.458371639,0.002225078
4143.756794,1.458348155,0.002226981
4143.274626,1.458324671,0.002228804
4142.792457,1.458301187,0.002230579
4142.310289,1.458277702,0.002232354
4141.82812,1.458254218,0.002234191
4141.345951,1.458230734,0.002236111
4140.863783,1.45820713,0.00223809
4140.381614,1.458183527,0.002240064
4139.899446,1.458159924,0.002241987
4139.417277,1.45813632,0.002243834
4138.935109,1.458112717,0.00224563
4138.45294,1.458089113,0.002247429
4137.970772,1.458065391,0.002249296
4137.488603,1.458041668,0.002251239
4137.006435,1.458017945,0.002253241
4136.524266,1.457994223,0.002255246
4136.042097,1.4579705,0.002257186
4135.559929,1.457946777,0.002259052
4135.07776,1.457922936,0.002260864
4134.595592,1.457899094,0.002262681
